id,age_now,age_start,year_start,duration
1867,59,59,2015,0
1879,58,58,2015,0
2125,57,57,2015,0
2168,57,57,2015,0
1407,56,56,2015,0
1146,55,55,2015,0
2101,55,55,2015,0
1527,54,54,2015,0
1979,54,54,2015,0
1473,53,53,2015,0
1546,53,53,2015,0
1610,53,53,2015,0
1657,53,53,2015,0
2148,53,53,2015,0
1496,52,52,2015,0
1660,52,52,2015,0
2052,52,52,2015,0
1592,51,51,2015,0
1277,47,47,2015,0
1160,44,44,2015,0
1199,43,43,2015,0
1242,43,43,2015,0
1605,43,43,2015,0
1737,43,43,2015,0
1481,42,42,2015,0
1289,41,41,2015,0
1173,40,40,2015,0
1437,38,38,2015,0
1135,37,37,2015,0
1343,35,35,2015,0
1626,35,35,2015,0
1724,35,35,2015,0
1348,34,34,2015,0
1371,32,32,2015,0
1935,32,32,2015,0
1599,29,29,2015,0
1235,27,27,2015,0
1409,NA,NA,2015,0
1475,NA,NA,2015,0
1623,NA,NA,2015,0
2198,NA,NA,2015,0
